T_Rank,O_Rank,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,points
3,3,90.0,2.0,1.0,1.0,50.0,0.0,0.3,0.0,0.0,0.0,0.0,7.0,21.0,33.3,28.0,0.0,50.0,37.3,8.0,87.5,58.9,22.0,1.0,4.5,2.0
3,4,90.0,3.0,1.0,3.0,66.7,0.0,0.4,0.0,0.0,0.0,0.0,4.0,13.0,30.8,42.0,2.0,23.8,29.8,4.0,75.0,56.8,17.0,3.0,17.6,3.0
3,1,90.0,3.0,0.0,3.0,100.0,1.0,0.9,0.0,0.0,0.0,0.0,8.0,21.0,38.1,27.0,3.0,51.9,42.7,8.0,87.5,58.1,18.0,2.0,11.1,7.0
3,1,90.0,7.0,3.0,5.0,71.4,0.0,2.5,1.0,1.0,0.0,0.0,10.0,18.0,55.6,26.0,4.0,46.2,36.3,9.0,66.7,48.0,16.0,3.0,18.8,2.0
3,4,90.0,4.0,2.0,2.0,50.0,0.0,1.3,0.0,0.0,0.0,0.0,8.0,9.0,88.9,37.0,7.0,21.6,27.6,2.0,50.0,30.0,5.0,1.0,20.0,1.0
3,2,90.0,3.0,1.0,2.0,66.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,6.0,5.6,20.1,3.0,0.0,20.0,7.0,1.0,14.3,2.0
3,2,90.0,1.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,26.3,33.0,6.0,51.5,39.4,4.0,50.0,42.3,7.0,4.0,57.1,6.0
3,1,90.0,1.0,0.0,1.0,100.0,1.0,0.1,0.0,0.0,0.0,0.0,7.0,12.0,58.3,22.0,3.0,40.9,35.3,8.0,37.5,38.5,14.0,0.0,0.0,6.0
3,4,90.0,4.0,1.0,3.0,75.0,0.0,1.1,0.0,0.0,0.0,0.0,9.0,32.0,28.1,43.0,4.0,60.5,42.7,10.0,60.0,47.7,12.0,2.0,16.7,3.0
3,4,90.0,8.0,2.0,6.0,75.0,0.0,2.2,0.0,0.0,0.0,0.0,5.0,15.0,33.3,19.0,4.0,42.1,34.1,13.0,53.8,44.5,17.0,2.0,11.8,3.0
3,3,90.0,2.0,1.0,1.0,50.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,33.0,4.0,21.2,29.6,5.0,20.0,28.8,11.0,2.0,18.2,2.0
3,2,90.0,9.0,3.0,5.0,66.7,0.0,3.9,1.0,0.0,1.0,0.0,7.0,15.0,46.7,30.0,3.0,43.3,34.9,11.0,18.2,23.9,9.0,0.0,0.0,5.0
3,2,90.0,4.0,1.0,4.0,75.0,0.0,0.9,0.0,0.0,0.0,0.0,3.0,6.0,50.0,16.0,3.0,37.5,37.1,1.0,0.0,14.0,11.0,2.0,18.2,3.0
3,1,90.0,3.0,2.0,1.0,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,5.0,23.1,31.5,3.0,0.0,29.0,8.0,3.0,37.5,1.0
